state,variable,month,period,contributing_counties,median_across_counties_f,p25_across_counties_f,p75_across_counties_f,monthly_summaries_used,sample,counties_in_both_periods,median_paired_county_difference_f,p25_paired_difference_f,p75_paired_difference_f,month_name,season,variable_label,base_period
FL,Tavg,2,1980-1989,32,62.642,59.047,64.329,318,consistent_county,32,0.0,0.0,0.0,Feb,cool,Average daily temperature,1980-1989
FL,Tavg,2,1990-1999,32,63.924,61.018,65.929,311,consistent_county,32,1.449,1.134,1.917,Feb,cool,Average daily temperature,1980-1989
FL,Tavg,2,2000-2009,32,63.062,59.555,64.186,319,consistent_county,32,0.39,0.052,0.872,Feb,cool,Average daily temperature,1980-1989
FL,Tavg,2,2010-2019,32,64.82,61.386,66.019,319,consistent_county,32,2.098,1.734,2.627,Feb,cool,Average daily temperature,1980-1989
FL,Tavg,2,2020-2025,32,66.424,63.469,67.902,189,consistent_county,32,4.052,3.567,4.486,Feb,cool,Average daily temperature,1980-1989
FL,Tavg,3,1980-1989,32,66.498,63.799,67.565,319,consistent_county,32,0.0,0.0,0.0,Mar,cool,Average daily temperature,1980-1989
FL,Tavg,3,1990-1999,32,66.663,63.894,68.205,318,consistent_county,32,0.345,0.208,0.497,Mar,cool,Average daily temperature,1980-1989
FL,Tavg,3,2000-2009,32,67.874,64.939,69.032,319,consistent_county,32,1.342,1.047,1.614,Mar,cool,Average daily temperature,1980-1989
FL,Tavg,3,2010-2019,32,66.768,64.427,67.882,319,consistent_county,32,0.509,0.251,0.962,Mar,cool,Average daily temperature,1980-1989
FL,Tavg,3,2020-2025,32,70.136,67.707,71.452,189,consistent_county,32,3.763,3.398,4.31,Mar,cool,Average daily temperature,1980-1989
FL,Tavg,4,1980-1989,32,70.187,67.896,71.112,318,consistent_county,32,0.0,0.0,0.0,Apr,cool,Average daily temperature,1980-1989
FL,Tavg,4,1990-1999,32,71.365,69.195,72.653,318,consistent_county,32,1.125,0.877,1.443,Apr,cool,Average daily temperature,1980-1989
FL,Tavg,4,2000-2009,32,70.716,68.83,72.116,320,consistent_county,32,0.706,0.253,1.199,Apr,cool,Average daily temperature,1980-1989
FL,Tavg,4,2010-2019,32,73.238,71.382,74.568,318,consistent_county,32,2.662,2.446,3.309,Apr,cool,Average daily temperature,1980-1989
FL,Tavg,4,2020-2025,32,73.344,71.539,74.813,190,consistent_county,32,3.122,2.83,3.509,Apr,cool,Average daily temperature,1980-1989
FL,Tavg,5,1980-1989,32,75.904,74.273,76.745,318,consistent_county,32,0.0,0.0,0.0,May,shoulder,Average daily temperature,1980-1989
FL,Tavg,5,1990-1999,32,76.524,75.588,77.87,318,consistent_county,32,1.039,0.722,1.317,May,shoulder,Average daily temperature,1980-1989
FL,Tavg,5,2000-2009,32,76.753,75.489,77.703,320,consistent_county,32,1.001,0.583,1.363,May,shoulder,Average daily temperature,1980-1989
FL,Tavg,5,2010-2019,32,77.105,76.256,78.563,319,consistent_county,32,1.753,1.294,2.323,May,shoulder,Average daily temperature,1980-1989
FL,Tavg,5,2020-2025,32,78.162,76.998,79.39,192,consistent_county,32,2.469,2.097,2.863,May,shoulder,Average daily temperature,1980-1989
FL,Tavg,6,1980-1989,32,80.649,79.875,81.258,318,consistent_county,32,0.0,0.0,0.0,Jun,warm,Average daily temperature,1980-1989
FL,Tavg,6,1990-1999,32,80.484,80.025,81.476,317,consistent_county,32,0.138,-0.245,0.421,Jun,warm,Average daily temperature,1980-1989
FL,Tavg,6,2000-2009,32,80.83,80.193,81.401,320,consistent_county,32,0.182,-0.152,0.395,Jun,warm,Average daily temperature,1980-1989
FL,Tavg,6,2010-2019,32,81.636,81.047,82.399,319,consistent_county,32,1.114,0.796,1.448,Jun,warm,Average daily temperature,1980-1989
FL,Tavg,6,2020-2025,32,81.631,81.125,82.637,192,consistent_county,32,1.201,0.841,1.51,Jun,warm,Average daily temperature,1980-1989
FL,Tavg,7,1980-1989,32,82.039,81.561,82.54,319,consistent_county,32,0.0,0.0,0.0,Jul,warm,Average daily temperature,1980-1989
FL,Tavg,7,1990-1999,32,82.369,81.97,83.018,320,consistent_county,32,0.364,0.136,0.694,Jul,warm,Average daily temperature,1980-1989
FL,Tavg,7,2000-2009,32,82.28,81.756,82.599,320,consistent_county,32,0.102,-0.177,0.362,Jul,warm,Average daily temperature,1980-1989
FL,Tavg,7,2010-2019,32,82.952,82.291,83.486,319,consistent_county,32,0.947,0.52,1.168,Jul,warm,Average daily temperature,1980-1989
FL,Tavg,7,2020-2025,32,83.539,82.99,84.401,190,consistent_county,32,1.596,1.286,1.933,Jul,warm,Average daily temperature,1980-1989
FL,Tavg,8,1980-1989,32,82.136,81.557,82.766,319,consistent_county,32,0.0,0.0,0.0,Aug,warm,Average daily temperature,1980-1989
FL,Tavg,8,1990-1999,32,82.146,81.581,82.837,320,consistent_county,32,0.077,-0.193,0.278,Aug,warm,Average daily temperature,1980-1989
FL,Tavg,8,2000-2009,32,82.304,81.726,83.008,317,consistent_county,32,0.182,-0.039,0.601,Aug,warm,Average daily temperature,1980-1989
FL,Tavg,8,2010-2019,32,83.105,82.66,83.845,320,consistent_county,32,1.072,0.618,1.313,Aug,warm,Average daily temperature,1980-1989
FL,Tavg,8,2020-2025,32,83.516,83.256,84.582,192,consistent_county,32,1.725,1.464,1.94,Aug,warm,Average daily temperature,1980-1989
FL,Tavg,9,1980-1989,32,80.371,79.136,81.208,320,consistent_county,32,0.0,0.0,0.0,Sep,warm,Average daily temperature,1980-1989
FL,Tavg,9,1990-1999,32,80.516,79.492,81.272,319,consistent_county,32,0.285,0.065,0.511,Sep,warm,Average daily temperature,1980-1989
FL,Tavg,9,2000-2009,32,80.953,79.66,81.433,319,consistent_county,32,0.537,0.256,0.922,Sep,warm,Average daily temperature,1980-1989
FL,Tavg,9,2010-2019,32,81.049,80.559,82.323,319,consistent_county,32,1.257,0.765,1.636,Sep,warm,Average daily temperature,1980-1989
FL,Tavg,9,2020-2025,32,81.391,80.154,82.268,191,consistent_county,32,1.303,0.742,1.532,Sep,warm,Average daily temperature,1980-1989
FL,Tavg,10,1980-1989,32,75.004,72.715,76.258,320,consistent_county,32,0.0,0.0,0.0,Oct,shoulder,Average daily temperature,1980-1989
FL,Tavg,10,1990-1999,32,75.423,73.476,76.726,318,consistent_county,32,0.567,0.137,0.792,Oct,shoulder,Average daily temperature,1980-1989
FL,Tavg,10,2000-2009,32,75.763,73.587,76.493,317,consistent_county,32,0.676,0.287,1.101,Oct,shoulder,Average daily temperature,1980-1989
FL,Tavg,10,2010-2019,32,76.095,73.884,77.331,318,consistent_county,32,1.135,0.769,1.598,Oct,shoulder,Average daily temperature,1980-1989
FL,Tavg,10,2020-2025,32,76.511,74.002,77.749,192,consistent_county,32,1.517,1.267,1.923,Oct,shoulder,Average daily temperature,1980-1989
FL,Tavg,11,1980-1989,32,69.27,66.227,70.9,319,consistent_county,32,0.0,0.0,0.0,Nov,cool,Average daily temperature,1980-1989
FL,Tavg,11,1990-1999,32,68.445,65.72,70.21,316,consistent_county,32,-0.714,-1.091,-0.303,Nov,cool,Average daily temperature,1980-1989
FL,Tavg,11,2000-2009,32,67.888,65.245,68.934,320,consistent_county,32,-1.352,-1.606,-1.017,Nov,cool,Average daily temperature,1980-1989
FL,Tavg,11,2010-2019,32,69.084,65.78,70.583,320,consistent_county,32,-0.355,-0.879,-0.084,Nov,cool,Average daily temperature,1980-1989
FL,Tavg,11,2020-2025,32,70.064,66.858,71.958,190,consistent_county,32,1.012,0.673,1.524,Nov,cool,Average daily temperature,1980-1989
FL,Tavg,12,1980-1989,32,62.285,58.791,64.366,320,consistent_county,32,0.0,0.0,0.0,Dec,cool,Average daily temperature,1980-1989
FL,Tavg,12,1990-1999,32,63.314,60.255,65.368,316,consistent_county,32,1.142,0.993,1.325,Dec,cool,Average daily temperature,1980-1989
FL,Tavg,12,2000-2009,32,63.142,59.953,64.873,320,consistent_county,32,0.614,0.314,1.086,Dec,cool,Average daily temperature,1980-1989
FL,Tavg,12,2010-2019,32,65.365,62.132,66.936,318,consistent_county,32,2.953,2.413,3.331,Dec,cool,Average daily temperature,1980-1989
FL,Tavg,12,2020-2025,32,64.363,61.127,66.554,192,consistent_county,32,2.261,1.801,2.606,Dec,cool,Average daily temperature,1980-1989
FL,Tmax,1,1980-1989,37,70.05,66.849,73.115,368,consistent_county,37,0.0,0.0,0.0,Jan,cool,Average daily high temperature,1980-1989
FL,Tmax,1,1990-1999,37,72.736,68.732,75.289,368,consistent_county,37,2.686,1.882,3.133,Jan,cool,Average daily high temperature,1980-1989
FL,Tmax,1,2000-2009,37,71.115,67.488,73.348,369,consistent_county,37,1.01,0.449,1.777,Jan,cool,Average daily high temperature,1980-1989
FL,Tmax,1,2010-2019,37,70.413,66.508,73.532,365,consistent_county,37,0.709,-0.051,1.351,Jan,cool,Average daily high temperature,1980-1989
FL,Tmax,1,2020-2025,37,71.412,67.922,73.276,220,consistent_county,37,1.578,1.025,2.598,Jan,cool,Average daily high temperature,1980-1989
FL,Tmax,2,1980-1989,37,73.258,71.356,75.88,365,consistent_county,37,0.0,0.0,0.0,Feb,cool,Average daily high temperature,1980-1989
FL,Tmax,2,1990-1999,37,74.472,71.635,76.557,366,consistent_county,37,0.921,0.491,1.403,Feb,cool,Average daily high temperature,1980-1989
FL,Tmax,2,2000-2009,37,73.8,70.196,75.912,370,consistent_county,37,0.431,-0.287,0.844,Feb,cool,Average daily high temperature,1980-1989
FL,Tmax,2,2010-2019,37,75.179,71.709,77.23,366,consistent_county,37,1.69,0.64,2.204,Feb,cool,Average daily high temperature,1980-1989
FL,Tmax,2,2020-2025,37,77.397,73.878,79.01,216,consistent_county,37,3.34,2.797,4.289,Feb,cool,Average daily high temperature,1980-1989
FL,Tmax,3,1980-1989,37,77.332,75.685,79.05,369,consistent_county,37,0.0,0.0,0.0,Mar,cool,Average daily high temperature,1980-1989
FL,Tmax,3,1990-1999,37,77.552,75.566,79.202,367,consistent_county,37,0.322,-0.083,0.629,Mar,cool,Average daily high temperature,1980-1989
FL,Tmax,3,2000-2009,37,78.48,76.003,80.236,370,consistent_county,37,1.475,0.713,1.733,Mar,cool,Average daily high temperature,1980-1989
FL,Tmax,3,2010-2019,37,77.937,75.283,79.53,365,consistent_county,37,0.809,-0.141,1.156,Mar,cool,Average daily high temperature,1980-1989
FL,Tmax,3,2020-2025,37,81.442,77.877,82.232,219,consistent_county,37,3.487,3.048,4.428,Mar,cool,Average daily high temperature,1980-1989
FL,Tmax,4,1980-1989,37,81.828,80.095,83.022,366,consistent_county,37,0.0,0.0,0.0,Apr,cool,Average daily high temperature,1980-1989
FL,Tmax,4,1990-1999,37,82.325,80.787,82.99,368,consistent_county,37,0.444,-0.279,0.701,Apr,cool,Average daily high temperature,1980-1989
FL,Tmax,4,2000-2009,37,82.047,80.639,83.418,370,consistent_county,37,0.545,-0.41,0.97,Apr,cool,Average daily high temperature,1980-1989
FL,Tmax,4,2010-2019,37,83.743,81.834,84.899,364,consistent_county,37,1.933,1.123,2.755,Apr,cool,Average daily high temperature,1980-1989
FL,Tmax,4,2020-2025,37,84.339,81.353,85.202,220,consistent_county,37,2.077,1.179,2.808,Apr,cool,Average daily high temperature,1980-1989
FL,Tmax,5,1980-1989,37,87.048,85.277,88.061,366,consistent_county,37,0.0,0.0,0.0,May,shoulder,Average daily high temperature,1980-1989
FL,Tmax,5,1990-1999,37,87.57,86.17,88.102,368,consistent_county,37,0.54,-0.052,0.946,May,shoulder,Average daily high temperature,1980-1989
FL,Tmax,5,2000-2009,37,87.57,85.243,88.668,370,consistent_county,37,0.441,-0.188,0.973,May,shoulder,Average daily high temperature,1980-1989
FL,Tmax,5,2010-2019,37,87.92,85.625,88.762,367,consistent_county,37,0.771,0.23,1.305,May,shoulder,Average daily high temperature,1980-1989
FL,Tmax,5,2020-2025,37,88.405,86.087,89.898,222,consistent_county,37,1.464,0.81,2.183,May,shoulder,Average daily high temperature,1980-1989
FL,Tmax,6,1980-1989,37,90.605,89.693,91.05,367,consistent_county,37,0.0,0.0,0.0,Jun,warm,Average daily high temperature,1980-1989
FL,Tmax,6,1990-1999,37,90.132,89.253,90.632,367,consistent_county,37,-0.422,-0.933,0.118,Jun,warm,Average daily high temperature,1980-1989
FL,Tmax,6,2000-2009,37,89.759,88.891,90.845,370,consistent_county,37,-0.717,-1.175,-0.173,Jun,warm,Average daily high temperature,1980-1989
FL,Tmax,6,2010-2019,37,90.513,89.391,91.305,365,consistent_county,37,0.045,-0.265,0.436,Jun,warm,Average daily high temperature,1980-1989
FL,Tmax,6,2020-2025,37,90.642,89.5,91.728,221,consistent_county,37,-0.049,-0.391,0.815,Jun,warm,Average daily high temperature,1980-1989
FL,Tmax,7,1980-1989,37,91.69,91.068,92.134,367,consistent_county,37,0.0,0.0,0.0,Jul,warm,Average daily high temperature,1980-1989
FL,Tmax,7,1990-1999,37,91.717,91.218,92.293,369,consistent_county,37,-0.014,-0.229,0.564,Jul,warm,Average daily high temperature,1980-1989
FL,Tmax,7,2000-2009,37,90.911,90.164,91.431,368,consistent_county,37,-0.898,-1.288,-0.258,Jul,warm,Average daily high temperature,1980-1989
FL,Tmax,7,2010-2019,37,91.273,90.455,92.193,366,consistent_county,37,-0.172,-0.613,0.174,Jul,warm,Average daily high temperature,1980-1989
FL,Tmax,7,2020-2025,37,91.992,91.102,92.796,217,consistent_county,37,0.562,-0.335,1.182,Jul,warm,Average daily high temperature,1980-1989
FL,Tmax,8,1980-1989,37,91.45,90.925,92.083,368,consistent_county,37,0.0,0.0,0.0,Aug,warm,Average daily high temperature,1980-1989
FL,Tmax,8,1990-1999,37,91.237,90.693,91.829,369,consistent_county,37,-0.22,-0.689,0.348,Aug,warm,Average daily high temperature,1980-1989
FL,Tmax,8,2000-2009,37,90.71,90.08,91.731,367,consistent_county,37,-0.538,-0.908,0.061,Aug,warm,Average daily high temperature,1980-1989
FL,Tmax,8,2010-2019,37,91.317,90.586,92.126,368,consistent_county,37,0.08,-0.353,0.426,Aug,warm,Average daily high temperature,1980-1989
FL,Tmax,8,2020-2025,37,91.772,91.53,92.917,221,consistent_county,37,0.54,0.102,1.244,Aug,warm,Average daily high temperature,1980-1989
FL,Tmax,9,1980-1989,37,89.217,88.548,89.868,368,consistent_county,37,0.0,0.0,0.0,Sep,warm,Average daily high temperature,1980-1989
FL,Tmax,9,1990-1999,37,89.392,88.603,89.703,367,consistent_county,37,-0.025,-0.361,0.547,Sep,warm,Average daily high temperature,1980-1989
FL,Tmax,9,2000-2009,37,88.898,87.984,89.496,368,consistent_county,37,-0.589,-0.95,0.148,Sep,warm,Average daily high temperature,1980-1989
FL,Tmax,9,2010-2019,37,89.822,88.828,90.418,367,consistent_county,37,0.389,0.038,1.005,Sep,warm,Average daily high temperature,1980-1989
FL,Tmax,9,2020-2025,37,89.297,88.242,90.466,219,consistent_county,37,0.045,-0.389,0.603,Sep,warm,Average daily high temperature,1980-1989
FL,Tmax,10,1980-1989,37,84.782,82.802,86.213,369,consistent_county,37,0.0,0.0,0.0,Oct,shoulder,Average daily high temperature,1980-1989
FL,Tmax,10,1990-1999,37,84.18,82.006,85.292,368,consistent_county,37,-0.494,-0.824,0.155,Oct,shoulder,Average daily high temperature,1980-1989
FL,Tmax,10,2000-2009,37,84.595,82.403,85.943,366,consistent_county,37,-0.119,-0.653,0.58,Oct,shoulder,Average daily high temperature,1980-1989
FL,Tmax,10,2010-2019,37,84.843,83.386,85.821,366,consistent_county,37,0.337,-0.095,1.04,Oct,shoulder,Average daily high temperature,1980-1989
FL,Tmax,10,2020-2025,37,84.913,83.098,86.343,222,consistent_county,37,0.355,-0.24,1.102,Oct,shoulder,Average daily high temperature,1980-1989
FL,Tmax,11,1980-1989,37,79.102,76.851,81.023,369,consistent_county,37,0.0,0.0,0.0,Nov,cool,Average daily high temperature,1980-1989
FL,Tmax,11,1990-1999,37,78.348,75.116,79.765,367,consistent_county,37,-0.727,-1.219,-0.551,Nov,cool,Average daily high temperature,1980-1989
FL,Tmax,11,2000-2009,37,77.904,75.048,79.678,369,consistent_county,37,-1.216,-1.534,-0.502,Nov,cool,Average daily high temperature,1980-1989
FL,Tmax,11,2010-2019,37,78.403,75.341,80.547,367,consistent_county,37,-0.554,-0.988,0.106,Nov,cool,Average daily high temperature,1980-1989
FL,Tmax,11,2020-2025,37,78.87,76.31,80.603,220,consistent_county,37,0.183,-0.33,0.975,Nov,cool,Average daily high temperature,1980-1989
FL,Tmax,12,1980-1989,37,72.588,69.654,75.226,366,consistent_county,37,0.0,0.0,0.0,Dec,cool,Average daily high temperature,1980-1989
FL,Tmax,12,1990-1999,37,73.493,69.196,75.412,368,consistent_county,37,0.672,0.32,0.939,Dec,cool,Average daily high temperature,1980-1989
FL,Tmax,12,2000-2009,37,72.808,69.308,75.132,369,consistent_county,37,-0.023,-0.39,0.581,Dec,cool,Average daily high temperature,1980-1989
FL,Tmax,12,2010-2019,37,74.693,71.258,77.546,366,consistent_county,37,2.103,1.481,2.662,Dec,cool,Average daily high temperature,1980-1989
FL,Tmax,12,2020-2025,37,73.989,70.792,75.946,222,consistent_county,37,1.416,0.805,2.257,Dec,cool,Average daily high temperature,1980-1989
FL,Tmin,1,1980-1989,34,47.609,43.054,49.638,340,consistent_county,34,0.0,0.0,0.0,Jan,cool,Average daily low temperature,1980-1989
FL,Tmin,1,1990-1999,34,51.744,47.2,54.18,337,consistent_county,34,4.235,3.719,4.653,Jan,cool,Average daily low temperature,1980-1989
FL,Tmin,1,2000-2009,34,49.352,44.915,50.052,340,consistent_county,34,1.605,0.752,2.403,Jan,cool,Average daily low temperature,1980-1989
FL,Tmin,1,2010-2019,34,49.649,44.777,51.708,338,consistent_county,34,2.316,1.47,2.948,Jan,cool,Average daily low temperature,1980-1989
FL,Tmin,1,2020-2025,34,50.393,46.363,53.279,203,consistent_county,34,3.427,2.659,4.307,Jan,cool,Average daily low temperature,1980-1989
FL,Tmin,2,1980-1989,34,51.194,46.818,53.098,335,consistent_county,34,0.0,0.0,0.0,Feb,cool,Average daily low temperature,1980-1989
FL,Tmin,2,1990-1999,34,52.413,49.328,54.669,333,consistent_county,34,1.891,1.313,2.344,Feb,cool,Average daily low temperature,1980-1989
FL,Tmin,2,2000-2009,34,51.847,47.043,53.145,339,consistent_county,34,0.528,-0.304,1.042,Feb,cool,Average daily low temperature,1980-1989
FL,Tmin,2,2010-2019,34,53.898,49.658,55.596,339,consistent_county,34,2.925,2.274,3.661,Feb,cool,Average daily low temperature,1980-1989
FL,Tmin,2,2020-2025,34,55.418,51.278,57.383,201,consistent_county,34,4.686,3.815,5.297,Feb,cool,Average daily low temperature,1980-1989
FL,Tmin,3,1980-1989,34,55.22,51.79,56.569,337,consistent_county,34,0.0,0.0,0.0,Mar,cool,Average daily low temperature,1980-1989
FL,Tmin,3,1990-1999,34,55.354,52.452,56.976,338,consistent_county,34,0.283,-0.058,0.658,Mar,cool,Average daily low temperature,1980-1989
FL,Tmin,3,2000-2009,34,57.077,53.156,58.013,338,consistent_county,34,1.354,0.514,2.006,Mar,cool,Average daily low temperature,1980-1989
FL,Tmin,3,2010-2019,34,55.467,52.48,57.278,339,consistent_county,34,0.832,-0.439,1.489,Mar,cool,Average daily low temperature,1980-1989
FL,Tmin,3,2020-2025,34,58.83,55.798,60.922,201,consistent_county,34,4.126,2.893,4.834,Mar,cool,Average daily low temperature,1980-1989
FL,Tmin,4,1980-1989,34,58.445,56.143,59.861,337,consistent_county,34,0.0,0.0,0.0,Apr,cool,Average daily low temperature,1980-1989
FL,Tmin,4,1990-1999,34,60.272,58.244,61.993,338,consistent_county,34,1.85,1.321,2.357,Apr,cool,Average daily low temperature,1980-1989
FL,Tmin,4,2000-2009,34,59.513,57.011,60.593,340,consistent_county,34,0.855,0.166,1.825,Apr,cool,Average daily low temperature,1980-1989
FL,Tmin,4,2010-2019,34,62.301,59.369,63.928,338,consistent_county,34,3.789,2.868,4.572,Apr,cool,Average daily low temperature,1980-1989
FL,Tmin,4,2020-2025,34,62.441,59.814,64.559,202,consistent_county,34,3.938,3.18,5.045,Apr,cool,Average daily low temperature,1980-1989
FL,Tmin,5,1980-1989,34,64.335,62.546,65.523,337,consistent_county,34,0.0,0.0,0.0,May,shoulder,Average daily low temperature,1980-1989
FL,Tmin,5,1990-1999,34,65.685,64.735,67.158,337,consistent_county,34,1.626,1.055,2.126,May,shoulder,Average daily low temperature,1980-1989
FL,Tmin,5,2000-2009,34,65.906,64.872,67.398,340,consistent_county,34,1.428,0.792,2.386,May,shoulder,Average daily low temperature,1980-1989
FL,Tmin,5,2010-2019,34,67.276,65.69,68.638,340,consistent_county,34,2.75,1.986,3.546,May,shoulder,Average daily low temperature,1980-1989
FL,Tmin,5,2020-2025,34,67.932,66.236,69.433,204,consistent_county,34,3.146,2.67,4.071,May,shoulder,Average daily low temperature,1980-1989
FL,Tmin,6,1980-1989,34,70.893,69.498,71.428,337,consistent_county,34,0.0,0.0,0.0,Jun,warm,Average daily low temperature,1980-1989
FL,Tmin,6,1990-1999,34,71.164,69.949,72.141,337,consistent_county,34,0.393,0.1,0.813,Jun,warm,Average daily low temperature,1980-1989
FL,Tmin,6,2000-2009,34,71.729,71.026,72.465,340,consistent_county,34,0.802,0.41,1.223,Jun,warm,Average daily low temperature,1980-1989
FL,Tmin,6,2010-2019,34,72.868,71.62,73.684,339,consistent_county,34,2.082,1.403,2.584,Jun,warm,Average daily low temperature,1980-1989
FL,Tmin,6,2020-2025,34,73.23,72.11,73.864,204,consistent_county,34,2.102,1.734,2.913,Jun,warm,Average daily low temperature,1980-1989
FL,Tmin,7,1980-1989,34,72.22,71.428,73.185,339,consistent_county,34,0.0,0.0,0.0,Jul,warm,Average daily low temperature,1980-1989
FL,Tmin,7,1990-1999,34,72.756,72.101,73.976,339,consistent_county,34,0.622,0.303,0.911,Jul,warm,Average daily low temperature,1980-1989
FL,Tmin,7,2000-2009,34,73.466,72.536,74.28,340,consistent_county,34,0.993,0.66,1.418,Jul,warm,Average daily low temperature,1980-1989
